time_s,policy_step,substep,physics_step,raw_action,processed_action_rad,processed_action_deg,joint_pos_target_rad,joint_pos_target_deg,cylinder_q_pre_rad,cylinder_q_pre_deg,cylinder_q_post_rad,cylinder_q_post_deg,cylinder_qd_pre_rad_s,cylinder_qd_pre_deg_s,cylinder_qd_post_rad_s,cylinder_qd_post_deg_s,tracking_error_pre_rad,tracking_error_pre_deg,tracking_error_post_rad,tracking_error_post_deg,pole_q_pre_rad,pole_q_pre_deg,pole_q_post_rad,pole_q_post_deg,pole_qd_pre_rad_s,pole_qd_pre_deg_s,pole_qd_post_rad_s,pole_qd_post_deg_s,pole_lift_pre_deg,pole_lift_post_deg,reward,done
6.080000,304,0,1216,0.87310636,1.37147236,78.579578,1.37147236,78.579578,0.00000000,0.000000,0.00000000,0.000000,0.00000000,0.000000,0.00000000,0.000000,1.37147236,78.579578,1.37147236,78.579578,0.00000000,0.000000,-0.00000000,-0.000000,0.00000000,0.000000,-0.00000003,-0.000002,0.000000,0.000000,0.00000000,0
6.085000,304,1,1217,0.87310636,1.37147236,78.579578,1.37147236,78.579578,0.00000000,0.000000,0.00000000,0.000000,0.00000000,0.000000,0.00000000,0.000000,1.37147236,78.579578,1.37147236,78.579578,-0.00000000,-0.000000,-0.00000000,-0.000000,-0.00000003,-0.000002,-0.00000005,-0.000003,0.000000,0.000000,0.00000000,0
6.090000,304,2,1218,0.87310636,1.37147236,78.579578,1.37147236,78.579578,0.00000000,0.000000,0.00000000,0.000000,0.00000000,0.000000,0.00000000,0.000000,1.37147236,78.579578,1.37147236,78.579578,-0.00000000,-0.000000,-0.00000000,-0.000000,-0.00000005,-0.000003,-0.00000006,-0.000003,0.000000,0.000000,0.00000000,0
6.095000,304,3,1219,0.87310636,1.37147236,78.579578,1.37147236,78.579578,0.00000000,0.000000,0.00000000,0.000000,0.00000000,0.000000,0.00000000,0.000000,1.37147236,78.579578,1.37147236,78.579578,-0.00000000,-0.000000,-0.00000000,-0.000000,-0.00000006,-0.000003,-0.00000006,-0.000004,0.000000,0.000000,0.00000000,0
6.100000,305,0,1220,1.51356244,2.37749839,136.220623,2.37749839,136.220623,0.00000000,0.000000,0.01607602,0.921088,0.00000000,0.000000,3.21520472,184.217660,2.37749839,136.220623,2.36142237,135.299535,-0.00000000,-0.000000,-0.01033984,-0.592429,-0.00000006,-0.000004,-2.06796718,-118.485791,0.000000,0.592429,0.07013534,0
6.105000,305,1,1221,1.51356244,2.37749839,136.220623,2.37749839,136.220623,0.01607602,0.921088,0.04544824,2.603992,3.21520472,184.217660,5.87444305,336.580794,2.36142237,135.299535,2.33205015,133.616631,-0.01033984,-0.592429,-0.02915423,-1.670414,-2.06796718,-118.485791,-3.76287794,-215.597025,0.592429,1.670414,0.07013534,0
6.110000,305,2,1222,1.51356244,2.37749839,136.220623,2.37749839,136.220623,0.04544824,2.603992,0.08562877,4.906167,5.87444305,336.580794,8.03610706,460.435018,2.33205015,133.616631,2.29186962,131.314456,-0.02915423,-1.670414,-0.05476591,-3.137855,-3.76287794,-215.597025,-5.12233686,-293.488284,1.670414,3.137855,0.07013534,0
6.115000,305,3,1223,1.51356244,2.37749839,136.220623,2.37749839,136.220623,0.08562877,4.906167,0.13440371,7.700765,8.03610706,460.435018,9.75498676,558.919571,2.29186962,131.314456,2.24309468,128.519858,-0.05476591,-3.137855,-0.08569608,-4.910024,-5.12233686,-293.488284,-6.18603373,-354.433624,3.137855,4.910024,0.07013534,0
6.120000,306,0,1224,2.30099201,3.61438990,207.089287,3.61438990,207.089287,0.13440371,7.700765,0.20160651,11.551202,9.75498676,558.919571,13.44056129,770.087436,3.47998619,199.388521,3.41278338,195.538084,-0.08569608,-4.910024,-0.12823468,-7.347306,-6.18603373,-354.433624,-8.50771999,-487.456449,4.910024,7.347306,0.11452860,0
6.125000,306,1,1225,2.30099201,3.61438990,207.089287,3.61438990,207.089287,0.20160651,11.551202,0.28347579,16.241966,13.44056129,770.087436,16.37385368,938.152710,3.41278338,195.538084,3.33091411,190.847320,-0.12823468,-7.347306,-0.18008459,-10.318087,-8.50771999,-487.456449,-10.36997986,-594.156080,7.347306,10.318087,0.11452860,0
6.130000,306,2,1226,2.30099201,3.61438990,207.089287,3.61438990,207.089287,0.28347579,16.241966,0.37668288,21.582339,16.37385368,938.152710,18.64141846,1068.074602,3.33091411,190.847320,3.23770702,185.506947,-0.18008459,-10.318087,-0.23942083,-13.717803,-10.36997986,-594.156080,-11.86724949,-679.943310,10.318087,13.717803,0.11452860,0
6.135000,306,3,1227,2.30099201,3.61438990,207.089287,3.61438990,207.089287,0.37668288,21.582339,0.47830150,27.404657,18.64141846,1068.074602,20.32372475,1164.463652,3.23770702,185.506947,3.13608840,179.684630,-0.23942083,-13.717803,-0.30486184,-17.467297,-11.86724949,-679.943310,-13.08820534,-749.898927,13.717803,17.467297,0.11452860,0
6.140000,307,0,1228,2.63378167,4.13713455,237.040349,4.13713455,237.040349,0.47830150,27.404657,0.59472728,34.075363,20.32372475,1164.463652,23.28515816,1334.141288,3.65883306,209.635692,3.54240727,202.964986,-0.30486184,-17.467297,-0.38089591,-21.823728,-13.08820534,-749.898927,-15.20681190,-871.286142,17.467297,21.823728,0.17710249,0
6.145000,307,1,1229,2.63378167,4.13713455,237.040349,4.13713455,237.040349,0.59472728,34.075363,0.72219515,41.378734,23.28515816,1334.141288,25.49357986,1460.674531,3.54240727,202.964986,3.41493940,195.661615,-0.38089591,-21.823728,-0.46632794,-26.718623,-15.20681190,-871.286142,-17.08640480,-978.978882,21.823728,26.718623,0.17710249,0
6.150000,307,2,1230,2.63378167,4.13713455,237.040349,4.13713455,237.040349,0.72219515,41.378734,0.85741568,49.126300,25.49357986,1460.674531,27.04409981,1549.512780,3.41493940,195.661615,3.27971888,187.914050,-0.46632794,-26.718623,-0.56041682,-32.109518,-17.08640480,-978.978882,-18.81778336,-1078.179566,26.718623,32.109518,0.17710249,0
6.155000,307,3,1231,2.63378167,4.13713455,237.040349,4.13713455,237.040349,0.85741568,49.126300,0.99753773,57.154702,27.04409981,1549.512780,28.02440453,1605.680103,3.27971888,187.914050,3.13959682,179.885647,-0.56041682,-32.109518,-0.66264272,-37.966631,-18.81778336,-1078.179566,-20.44518280,-1171.422686,32.109518,37.966631,0.17710249,0
6.160000,308,0,1232,2.79601908,4.39197683,251.641736,4.39197683,251.641736,0.99753773,57.154702,1.14011288,65.323656,28.02440453,1605.680103,28.51502609,1633.790648,3.39443910,194.487034,3.25186396,186.318080,-0.66264272,-37.966631,-0.77246469,-44.258967,-20.44518280,-1171.422686,-21.96439362,-1258.467054,37.966631,44.258967,0.25395983,0
6.165000,308,1,1233,2.79601908,4.39197683,251.641736,4.39197683,251.641736,1.14011288,65.323656,1.28306127,73.513995,28.51502609,1633.790648,28.58968735,1638.068423,3.25186396,186.318080,3.10891557,178.127741,-0.77246469,-44.258967,-0.88911289,-50.942416,-21.96439362,-1258.467054,-23.32964325,-1336.690096,44.258967,50.942416,0.25395983,0
6.170000,308,2,1234,2.79601908,4.39197683,251.641736,4.39197683,251.641736,1.28306127,73.513995,1.42463958,81.625835,28.58968735,1638.068423,28.31565666,1622.367621,3.10891557,178.127741,2.96733725,170.015901,-0.88911289,-50.942416,-1.01145577,-57.952147,-23.32964325,-1336.690096,-24.46857643,-1401.946160,50.942416,57.952147,0.25395983,0
6.175000,308,3,1235,2.79601908,4.39197683,251.641736,4.39197683,251.641736,1.42463958,81.625835,1.56340957,89.576770,28.31565666,1622.367621,27.75399399,1590.186720,2.96733725,170.015901,2.82856727,162.064966,-1.01145577,-57.952147,-1.13797235,-65.201013,-24.46857643,-1401.946160,-25.30330849,-1449.772784,57.952147,65.201013,0.25395983,0
6.180000,309,0,1236,2.96094108,4.65103531,266.484694,4.65103531,266.484694,1.56340957,89.576770,1.69820774,97.300136,27.75399399,1590.186720,26.95964241,1544.673727,3.08762574,176.907924,2.95282757,169.184558,-1.13797235,-65.201013,-1.26683843,-72.584495,-25.30330849,-1449.772784,-25.77321625,-1476.696515,65.201013,72.584495,0.32428321,0
6.185000,309,1,1237,2.96094108,4.65103531,266.484694,4.65103531,266.484694,1.69820774,97.300136,1.82811463,104.743253,26.95964241,1544.673727,25.98138618,1488.623774,2.95282757,169.184558,2.82292068,161.741441,-1.26683843,-72.584495,-1.39610565,-79.990961,-25.77321625,-1476.696515,-25.85345078,-1481.293615,72.584495,79.990961,0.32428321,0
6.190000,309,2,1238,2.96094108,4.65103531,266.484694,4.65103531,266.484694,1.82811463,104.743253,1.95242369,111.865637,25.98138618,1488.623774,24.86182213,1424.477479,2.82292068,161.741441,2.69861162,154.619056,-1.39610565,-79.990961,-1.52392375,-87.314399,-25.85345078,-1481.293615,-25.56363106,-1464.688169,79.990961,87.314399,0.32428321,0
6.195000,309,3,1239,2.96094108,4.65103531,266.484694,4.65103531,266.484694,1.95242369,111.865637,2.07061148,118.637299,24.86182213,1424.477479,23.63753510,1354.330999,2.69861162,154.619056,2.58042383,147.847395,-1.52392375,-87.314399,-1.64874625,-94.466202,-25.56363106,-1464.688169,-24.96450424,-1430.360731,87.314399,94.466202,0.32428321,0
6.200000,310,0,1240,2.80635214,4.40820789,252.571708,4.40820789,252.571708,2.07061148,118.637299,2.18230915,125.037104,23.63753510,1354.330999,22.33954239,1279.961495,2.33759642,133.934409,2.22589874,127.534604,-1.64874625,-94.466202,-1.76947081,-101.383209,-24.96450424,-1430.360731,-24.14491272,-1383.401596,94.466202,101.383209,-0.16741797,0
6.205000,310,1,1241,2.80635214,4.40820789,252.571708,4.40820789,252.571708,2.18230915,125.037104,2.28727913,131.051441,22.33954239,1279.961495,20.99400139,1202.867675,2.22589874,127.534604,2.12092876,121.520267,-1.76947081,-101.383209,-1.88549328,-108.030807,-24.14491272,-1383.401596,-23.20450592,-1329.520255,101.383209,108.030807,-0.16741797,0
6.210000,310,2,1242,2.80635214,4.40820789,252.571708,4.40820789,252.571708,2.28727913,131.051441,2.38539410,136.673014,20.99400139,1202.867675,19.62298775,1124.314379,2.12092876,121.520267,2.02281380,115.898693,-1.88549328,-108.030807,-1.99668264,-114.401489,-23.20450592,-1329.520255,-22.23787880,-1274.136601,108.030807,114.401489,-0.16741797,0
6.215000,310,3,1243,2.80635214,4.40820789,252.571708,4.40820789,252.571708,2.38539410,136.673014,2.47662020,141.899885,19.62298775,1124.314379,18.24520683,1045.373348,2.02281380,115.898693,1.93158770,110.671823,-1.99668264,-114.401489,-2.10330105,-120.510273,-22.23787880,-1274.136601,-21.32366943,-1221.756262,114.401489,120.510273,-0.16741797,0
6.220000,311,0,1244,2.41662049,3.79601860,217.495845,3.79601860,217.495845,2.47662020,141.899885,2.56100297,146.734661,18.24520683,1045.373348,16.87655449,966.955345,1.31939840,75.595960,1.23501563,70.761183,-2.10330105,-120.510273,-2.20589828,-126.388662,-21.32366943,-1221.756262,-20.51945305,-1175.678058,120.510273,126.388662,-0.13847563,0
6.225000,311,1,1245,2.41662049,3.79601860,217.495845,3.79601860,217.495845,2.56100297,146.734661,2.63865566,151.183833,16.87655449,966.955345,15.53051853,889.833166,1.23501563,70.761183,1.15736294,66.312012,-2.20589828,-126.388662,-2.30520511,-132.078524,-20.51945305,-1175.678058,-19.86138535,-1137.973556,126.388662,132.078524,-0.13847563,0
6.230000,311,2,1246,2.41662049,3.79601860,217.495845,3.79601860,217.495845,2.63865566,151.183833,2.70974779,155.257112,15.53051853,889.833166,14.21843815,814.656497,1.15736294,66.312012,1.08627081,62.238733,-2.30520511,-132.078524,-2.40203929,-137.626714,-19.86138535,-1137.973556,-19.36681938,-1109.637013,132.078524,137.626714,-0.13847563,0
6.235000,311,3,1247,2.41662049,3.79601860,217.495845,3.79601860,217.495845,2.70974779,155.257112,2.77449632,158.966929,14.21843815,814.656497,12.94970512,741.963450,1.08627081,62.238733,1.02152228,58.528916,-2.40203929,-137.626714,-2.49723053,-143.080770,-19.36681938,-1109.637013,-19.03825188,-1090.811482,137.626714,143.080770,-0.13847563,0
6.240000,312,0,1248,2.01404405,3.16365314,181.263972,3.16365314,181.263972,2.77449632,158.966929,2.83315587,162.327874,12.94970512,741.963450,11.73192692,672.189898,0.38915682,22.297043,0.33049726,18.936098,-2.49723053,-143.080770,-2.59156775,-148.485895,-19.03825188,-1090.811482,-18.86746216,-1081.025952,143.080770,148.485895,-0.05441684,0
6.245000,312,1,1249,2.01404405,3.16365314,181.263972,3.16365314,181.263972,2.83315587,162.327874,2.88601136,165.356271,11.73192692,672.189898,10.57107544,605.678008,0.33049726,18.936098,0.27764177,15.907702,-2.59156775,-148.485895,-2.68576384,-153.882933,-18.86746216,-1081.025952,-18.83923149,-1079.408454,148.485895,153.882933,-0.05441684,0
6.250000,312,2,1250,2.01404405,3.16365314,181.263972,3.16365314,181.263972,2.88601136,165.356271,2.93336964,168.069700,10.57107544,605.678008,9.47164059,542.685031,0.27764177,15.907702,0.23028350,13.194273,-2.68576384,-153.882933,-2.78043580,-159.307237,-18.83923149,-1079.408454,-18.93439865,-1084.861130,153.882933,159.307237,-0.05441684,0
6.255000,312,3,1251,2.01404405,3.16365314,181.263972,3.16365314,181.263972,2.93336964,168.069700,2.97555351,170.486658,9.47164059,542.685031,8.43678570,483.392213,0.23028350,13.194273,0.18809962,10.777315,-2.78043580,-159.307237,-2.87609696,-164.788218,-18.93439865,-1084.861130,-19.13223457,-1096.196294,159.307237,164.788218,-0.05441684,0
6.260000,313,0,1252,1.56284964,2.45491862,140.656476,2.45491862,140.656476,2.97555351,170.486658,3.01289606,172.626228,8.43678570,483.392213,7.46849394,427.913182,-0.52063489,-29.830182,-0.55797744,-31.969752,-2.87609696,-164.788218,-2.97315788,-170.349399,-19.13223457,-1096.196294,-19.41219902,-1112.237075,164.788218,170.349399,0.35006744,0
6.265000,313,1,1253,1.56284964,2.45491862,140.656476,2.45491862,140.656476,3.01289606,172.626228,3.04573464,174.507741,7.46849394,427.913182,6.56771374,376.302278,-0.55797744,-31.969752,-0.59081602,-33.851264,-2.97315788,-170.349399,-3.07193398,-176.008852,-19.41219902,-1112.237075,-19.75520515,-1131.889879,170.349399,176.008852,0.35006744,0
6.270000,313,2,1254,1.56284964,2.45491862,140.656476,2.45491862,140.656476,3.04573464,174.507741,3.07440710,176.150551,6.56771374,376.302278,5.73449373,328.562289,-0.59081602,-33.851264,-0.61948848,-35.494075,-3.07193398,-176.008852,-3.17265630,-181.779816,-19.75520515,-1131.889879,-20.14444351,-1154.191594,176.008852,178.220184,0.35006744,0
6.275000,313,3,1255,1.56284964,2.45491862,140.656476,2.45491862,140.656476,3.07440710,176.150551,3.09924769,177.573813,5.73449373,328.562289,4.96810675,284.651549,-0.61948848,-35.494075,-0.64432907,-36.917336,-3.17265630,-181.779816,-3.27548575,-187.671510,-20.14444351,-1154.191594,-20.56587029,-1178.337569,178.220184,172.328490,0.35006744,0
6.280000,314,0,1256,1.17702615,1.84886837,105.932354,1.84886837,105.932354,3.09924769,177.573813,3.11253572,178.335160,4.96810675,284.651549,2.65759802,152.269150,-1.25037932,-71.641458,-1.26366735,-72.402806,-3.27548575,-187.671510,-3.38566542,-193.984339,-20.56587029,-1178.337569,-22.03594780,-1262.566806,172.328490,166.015661,-0.13657713,0
6.285000,314,1,1257,1.17702615,1.84886837,105.932354,1.84886837,105.932354,3.11253572,178.335160,3.11598587,178.532839,2.65759802,152.269150,0.69002068,39.535273,-1.26366735,-72.402806,-1.26711750,-72.600485,-3.38566542,-193.984339,-3.50221086,-200.661901,-22.03594780,-1262.566806,-23.30907249,-1335.511478,166.015661,159.338099,-0.13657713,0
6.290000,314,2,1258,1.17702615,1.84886837,105.932354,1.84886837,105.932354,3.11598587,178.532839,3.11115646,178.256135,0.69002068,39.535273,-0.96589816,-55.341888,-1.26711750,-72.600485,-1.26228809,-72.323780,-3.50221086,-200.661901,-3.62421942,-207.652477,-23.30907249,-1335.511478,-24.40172195,-1398.115681,159.338099,152.347523,-0.13657713,0
6.295000,314,3,1259,1.17702615,1.84886837,105.932354,1.84886837,105.932354,3.11115646,178.256135,3.09945440,177.585656,-0.96589816,-55.341888,-2.34040093,-134.095096,-1.26228809,-72.323780,-1.25058603,-71.653302,-3.62421942,-207.652477,-3.75092220,-214.912012,-24.40172195,-1398.115681,-25.34053802,-1451.905879,152.347523,145.087988,-0.13657713,0
6.300000,315,0,1260,1.06636691,1.67504525,95.973023,1.67504525,95.973023,3.09945440,177.585656,3.07505751,176.187817,-2.34040093,-134.095096,-4.87939978,-279.569014,-1.42440915,-81.612633,-1.40001225,-80.214793,-3.75092220,-214.912012,-3.88544250,-222.619457,-25.34053802,-1451.905879,-26.90404510,-1541.488236,145.087988,137.380543,0.29889518,0
6.305000,315,1,1261,1.06636691,1.67504525,95.973023,1.67504525,95.973023,3.07505751,176.187817,3.04032516,174.197800,-4.87939978,-279.569014,-6.94645929,-398.002800,-1.40001225,-80.214793,-1.36527991,-78.224777,-3.88544250,-222.619457,-4.02644873,-230.698518,-26.90404510,-1541.488236,-28.20123863,-1615.811951,137.380543,129.301482,0.29889518,0
6.310000,315,2,1262,1.06636691,1.67504525,95.973023,1.67504525,95.973023,3.04032516,174.197800,2.99735355,171.735708,-6.94645929,-398.002800,-8.59434319,-492.419592,-1.36527991,-78.224777,-1.32230830,-75.762685,-4.02644873,-230.698518,-4.17291784,-239.090581,-28.20123863,-1615.811951,-29.29382706,-1678.412656,129.301482,120.909419,0.29889518,0
6.315000,315,3,1263,1.06636691,1.67504525,95.973023,1.67504525,95.973023,2.99735355,171.735708,2.94798923,168.907341,-8.59434319,-492.419592,-9.87285995,-565.673207,-1.32230830,-75.762685,-1.27294397,-72.934317,-4.17291784,-239.090581,-4.32402134,-247.748173,-29.29382706,-1678.412656,-30.22067451,-1731.517104,120.909419,112.251827,0.29889518,0
6.320000,316,0,1264,1.07681072,1.69145036,96.912967,1.69145036,96.912967,2.94798923,168.907341,2.89182401,165.689311,-9.87285995,-565.673207,-11.23306465,-643.607196,-1.25653887,-71.994374,-1.20037365,-68.776344,-4.32402134,-247.748173,-4.47951174,-256.657117,-30.22067451,-1731.517104,-31.09811783,-1781.790902,112.251827,103.342883,0.22073081,0
6.325000,316,1,1265,1.07681072,1.69145036,96.912967,1.69145036,96.912967,2.89182401,165.689311,2.83060741,162.181858,-11.23306465,-643.607196,-12.24333858,-701.491628,-1.20037365,-68.776344,-1.13915706,-65.268892,-4.47951174,-256.657117,-4.63846636,-265.764546,-31.09811783,-1781.790902,-31.79093742,-1821.486541,103.342883,94.235454,0.22073081,0
6.330000,316,2,1266,1.07681072,1.69145036,96.912967,1.69145036,96.912967,2.83060741,162.181858,2.76585460,158.471795,-12.24333858,-701.491628,-12.95056152,-742.012518,-1.13915706,-65.268892,-1.07440424,-61.558828,-4.63846636,-265.764546,-4.79996634,-275.017813,-31.79093742,-1821.486541,-32.29995728,-1850.651230,94.235454,84.982187,0.22073081,0
6.335000,316,3,1267,1.07681072,1.69145036,96.912967,1.69145036,96.912967,2.76585460,158.471795,2.69886923,154.633816,-12.95056152,-742.012518,-13.39708328,-767.596330,-1.07440424,-61.558828,-1.00741887,-57.720850,-4.79996634,-275.017813,-4.96312332,-284.366020,-32.29995728,-1850.651230,-32.63144684,-1869.644183,84.982187,75.633980,0.22073081,0
6.340000,317,0,1268,-0.39511976,-0.62065268,-35.560779,-0.62065268,-35.560779,2.69886923,154.633816,2.63095665,150.742712,-13.39708328,-767.596330,-13.58251381,-778.220716,-3.31952190,-190.194595,-3.25160933,-186.303491,-4.96312332,-284.366020,-5.12718534,-293.766081,-32.63144684,-1869.644183,-32.81244278,-1880.014487,75.633980,66.233919,0.11714578,0
6.345000,317,1,1269,-0.39511976,-0.62065268,-35.560779,-0.62065268,-35.560779,2.63095665,150.742712,2.56303239,146.850939,-13.58251381,-778.220716,-13.58484077,-778.354042,-3.25160933,-186.303491,-3.18368506,-182.411717,-5.12718534,-293.766081,-5.29157782,-303.185076,-32.81244278,-1880.014487,-32.87850189,-1883.799395,66.233919,56.814924,0.11714578,0
6.350000,317,2,1270,-0.39511976,-0.62065268,-35.560779,-0.62065268,-35.560779,2.56303239,146.850939,2.49586868,143.002742,-13.58484077,-778.354042,-13.43273926,-769.639267,-3.18368506,-182.411717,-3.11652136,-178.563521,-5.29157782,-303.185076,-5.45597315,-312.604235,-32.87850189,-1883.799395,-32.87908173,-1883.832617,56.814924,47.395765,0.11714578,0
6.355000,317,3,1271,-0.39511976,-0.62065268,-35.560779,-0.62065268,-35.560779,2.49586868,143.002742,2.43011117,139.235114,-13.43273926,-769.639267,-13.15151978,-753.526577,-3.11652136,-178.563521,-3.05076385,-174.795893,-5.45597315,-312.604235,-5.62030554,-322.019787,-32.87908173,-1883.832617,-32.86650467,-1883.112005,47.395765,37.980213,0.11714578,0
6.360000,318,0,1272,-2.56264615,-4.02539539,-230.638167,-4.02539539,-230.638167,2.43011117,139.235114,2.33640909,133.866380,-13.15151978,-753.526577,-18.74041367,-1073.746609,-6.45550656,-369.873281,-6.36180449,-364.504547,-5.62030554,-322.019787,-5.76956272,-330.571594,-32.86650467,-1883.112005,-29.85140610,-1710.359582,37.980213,29.428406,0.02561149,0
6.365000,318,1,1273,-2.56264615,-4.02539539,-230.638167,-4.02539539,-230.638167,2.33640909,133.866380,2.22315359,127.377318,-18.74041367,-1073.746609,-22.65109062,-1297.811894,-6.36180449,-364.504547,-6.24854898,-358.015485,-5.76956272,-330.571594,-5.90517616,-338.341671,-29.85140610,-1710.359582,-27.12270737,-1554.016661,29.428406,21.658329,0.02561149,0
